id,key,value,type
1222080993,name,El Amigo,regular
1222080993,shop,supermarket,regular
1222593226,access,private,regular
1222593226,leisure,park,regular
1222593230,emergency,fire_hydrant,regular
1223769233,emergency,fire_hydrant,regular
1224521085,amenity,restaurant,regular
1224521085,phone,(506)22506569,contact
1224521085,cuisine,chinese,regular
1224521085,name,Bien Feliz,regular
1224521117,amenity,telephone,regular
1224521117,phone,(506)22180866,contact
1224521117,covered,yes,regular
1224521117,internet_access,no,regular
1224521117,operator,ICE,regular
1224521117,coins,no,payment
1224521117,telephone_cards,yes,payment
1224521117,sms,no,regular
1224521117,video,no,regular
1224521127,phone,506221801014,contact
1224521127,type,clinic,health_facility
1224521127,name,EBAIS San Antonio,regular
1224521142,phone,(506)22191463,contact
1224521142,name,Centro de Pinturas San Antonio,regular
1224521142,service,paint,regular
1224521142,shop,car,regular
1224521156,amenity,telephone,regular
1224521156,phone,(506)22593299,contact
1224521156,covered,yes,regular
1224521156,email,yes,regular
1224521156,internet_access,no,regular
1224521156,operator,ICE,regular
1224521156,coins,yes,payment
1224521156,telephone_cards,yes,payment
1224521156,sms,yes,regular
1224521156,video,no,regular
1224521165,name,Abastecedor El Quetzal,regular
1224521165,shop,convenience,regular
1226386697,barrier,lift_gate,regular
1232007684,barrier,lift_gate,regular
1234317507,name,Abastecedor el Mirador,regular
1234317507,shop,convenience,regular
1234317525,city,Pavas,addr
1234317525,name,Panadería Panda,regular
1234317525,shop,bakery,regular
1234317527,city,Pavas,addr
1234317527,name,Carniceria Juan,regular
1234317527,shop,butcher,regular
1234317529,city,Pavas,addr
1234317529,name,Super Arte Rico,regular
1234317529,shop,supermarket,regular
1234317627,city,Pavas,addr
1234317627,name,Carniceria San Antonio,regular
1234317627,shop,butcher,regular
1234317844,city,Pavas,addr
1234317844,amenity,fast_food,regular
1234317844,name,Soda Sorry,regular
1234317938,city,Pavas,addr
1234317938,amenity,fast_food,regular
1234317938,name,Restaurante Ming,regular
1234318088,city,Pavas,addr
1234318088,name,Musmami Lomas del Rio,regular
1234318088,shop,bakery,regular
1234318645,city,Pavas,addr
1234318645,amenity,restaurant,regular
1234318645,name,Restaurante Michelle,regular
1234318715,city,Pavas,addr
1234318715,name,Pulperia La Buena Suerte,regular
1234318715,shop,convenience,regular
1234318802,city,Pavas,addr
1234318802,amenity,restaurant,regular
1234318802,name,Restaurante La  familia,regular
1234319016,city,Pavas,addr
1234319016,amenity,doctors,regular
1234319016,name,Ebais de Lomas del Rio,regular
1234319304,city,Pavas,addr
1234319304,name,Panaderia Don Pancho,regular
1234319304,shop,bakery,regular
1234319419,city,Pavas,addr
1234319419,name,Super Lomas,regular
1234319419,shop,supermarket,regular
1234319561,city,Pavas,addr
1234319561,name,Panaderia Tutu,regular
1234319561,shop,bakery,regular
1234320001,name,Metrópolis,regular
1234320001,place,neighbourhood,regular
1234324444,city,Pavas,addr
1234324444,amenity,place_of_worship,regular
1234324444,name,Iglesia Bautista,regular
1234324444,source,KG Ground Survey 2015,regular
1234324605,city,Pavas,addr
1234324605,amenity,fast_food,regular
1234324605,name,Soda las Tejitas,regular
1234326670,city,Pavas,addr
1234326670,name,Super San Juan,regular
1234326670,shop,supermarket,regular
1234327000,city,Pavas,addr
1234327000,name,Ferreteria San Juan,regular
1234327000,shop,hardware,regular
1234328523,city,Pavas,addr
1234328523,name,Taller Loaiciga,regular
1234328523,shop,car_repair,regular
1234329405,city,Pavas,addr
1234329405,name,Super 89,regular
1234329405,shop,supermarket,regular
1234330701,city,Pavas,addr
1234330701,amenity,bar,regular
1234330701,name,Bar La Cuevita,regular
1234332979,city,San José,addr
1234332979,street,Vía 104,addr
1234332979,amenity,place_of_worship,regular
1234332979,denomination,catholic,regular
1234332979,name,Iglesia de María Reina,regular
1234332979,religion,christian,regular
1234332981,city,Pavas,addr
1234332981,name,Ciclo el Rapido,regular
1234332981,shop,bicycle,regular
1234333270,city,Pavas,addr
1234333270,name,Taller Campos,regular
1234333270,shop,car_repair,regular
1235628867,shop,alcohol,regular
1235628900,leisure,playground,regular
1235628905,name,Jardines,regular
1235628905,place,neighbourhood,regular
1235655810,name,Panadería Lujan,regular
1235655810,shop,bakery,regular
1235698986,name,Rositer Carballo,regular
1235698986,place,neighbourhood,regular
1235698987,highway,bus_stop,regular
1235698987,name,Parada Alajuela y Heredia,regular
1235698997,bench,yes,regular
1235698997,covered,yes,regular
1235698997,highway,bus_stop,regular
1235698997,name,Parada H. México,regular
1235698997,shelter,yes,regular
1235710696,amenity,police,regular
1235710696,name,Delegación Paso Ancho,regular
1237339195,railway,level_crossing,regular
1239435963,city,Desamparados,addr
1239435963,business,Diseño web,regular
1239435963,name,Rehoboth FS,regular
1239435963,tourism,artwork,regular
1241549252,amenity,restaurant,regular
1241549252,cuisine,regional,regular
1241549252,name,Anochecer,regular
1241549253,amenity,restaurant,regular
1241549253,cuisine,regional,regular
1241549253,drive_in,no,regular
1241549253,name,El Cacique de la Montaña,regular
1247863419,name,Taller de muflas Felipe,regular
1247863419,shop,car_repair,regular
1247865710,city,Santo Domingo,addr
1247865710,name,Carniceria San Martin,regular
1247865710,shop,butcher,regular
1247865714,city,Santo Domingo,addr
1247865714,name,Minisuper La Bodeguita,regular
1247865714,shop,supermarket,regular
1247865715,name,Autos Garita,regular
1247865715,shop,car,regular
1247865719,city,Santo Domingo,addr
1247865719,name,Autos El Poblado,regular
1247865719,shop,car,regular
1247865721,city,Santo Domingo,addr
1247865721,amenity,fast_food,regular
1247865721,name,Chicken on road,regular
1247865723,city,Santo Domingo,addr
1247865723,amenity,fast_food,regular
1247865723,name,Soda Letys,regular
1247865732,city,Santo Domingo,addr
1247865732,name,Pasteleria Tuti,regular
1247865732,shop,bakery,regular
1247865738,city,Santo Domingo,addr
1247865738,amenity,fast_food,regular
1247865738,name,Soda Manolo,regular
1247865739,city,Santo Domingo,addr
1247865739,name,Super Cho,regular
1247865739,shop,supermarket,regular
1247872118,name,Residencial Cristina,regular
1247872118,place,neighbourhood,regular
1247872286,amenity,post_office,regular
1247872286,name,Correos de Costa Rica,regular
1247872287,city,Santo Domingo,addr
1247872287,name,Panaderia Pancito Fresco,regular
1247872287,shop,bakery,regular
1247872288,city,Santo Domingo,addr
1247872288,amenity,school,regular
1247872288,name,Centro Educativo Santa Maria,regular
1247872289,city,Santo Domingo,addr
1247872289,name,Ferreteria San Carlos,regular
1247872289,shop,doityourself,regular
1247872290,city,Santo Domingo,addr
1247872290,amenity,bar,regular
1247872290,brewery,Imperial,regular
1247872290,name,Bar El Club,regular
1247872291,city,Santo Domingo,addr
1247872291,name,Abastecedor Gago,regular
1247872291,shop,convenience,regular
1247872334,city,Santo Domingo,addr
1247872334,amenity,bank,regular
1247872334,atm,yes,regular
1247872334,name,Banco de Costa Rica,regular
1247872335,city,Santo Domingo,addr
1247872335,amenity,bank,regular
1247872335,atm,yes,regular
1247872335,name,Banco Nacional,regular
1247872336,city,Santo Domingo,addr
1247872336,name,Panaderia Leandro,regular
1247872336,shop,bakery,regular
1247872337,city,Santo Domingo,addr
1247872337,amenity,bar,regular
1247872337,name,Bar El Canal,regular
1247872338,city,Santo Domingo,addr
1247872338,amenity,bar,regular
1247872338,name,Bar Alcatraz,regular
1247872750,city,Santo Domingo,addr
1247872750,amenity,cafe,regular
1247872750,name,Sweet Cofee,regular
1247872817,city,Santo Domingo,addr
1247872817,amenity,fast_food,regular
1247872817,cuisine,chicken,regular
1247872817,name,As de Oros,regular
1247872956,name,Condominios Los Hidalgos,regular
1247872956,place,neighbourhood,regular
1247872957,name,San Vicente,regular
1247872957,place,village,regular
1247873267,amenity,bar,regular
1247873267,name,Bar Charlies,regular
1247873270,name,La Puebla,regular
1247873270,place,hamlet,regular
1247873271,amenity,bar,regular
1247873271,name,Bar Barracuda,regular
1247873273,name,Condominios Oropel,regular
1247873273,place,neighbourhood,regular
1247874851,city,Santo Domingo,addr
1247874851,amenity,fast_food,regular
1247874851,cuisine,chicken,regular
1247874851,name,Pollos La Casita,regular
1247874905,city,Santo Domingo,addr
1247874905,name,Panaderia Chantilly,regular
1247874905,shop,bakery,regular
1247874920,name,Urbanizacion Maria Fernanda,regular
1247874920,place,neighbourhood,regular
1247874931,city,Santo Domingo,addr
1247874931,amenity,fast_food,regular
1247874931,name,Soda Mi Punto,regular
1247876467,name,Lagunilla,regular
1247876467,place,neighbourhood,regular
1247879618,name,Centro Automotriz Valverde,regular
1247879618,shop,car_repair,regular
1247879849,amenity,bar,regular
1247879849,name,Bar Tatoos,regular
1247879851,name,Carniceria La Preferida,regular
1247879851,shop,butcher,regular
1247895193,city,Guadalupe,addr
1247895193,name,Super Bruncas,regular
1247895193,shop,supermarket,regular
1247896801,barrier,lift_gate,regular
1247897792,highway,turning_circle,regular
1247899092,amenity,bar,regular
1247899092,name,Bar Tico Chino,regular
1249974940,city,Pozos,addr
1249974940,street,Radial San Antonio,addr
1249974940,name,Porsche,regular
1249974940,shop,car,regular
1254728465,housename,Mall El Dorado,addr
1254728465,alt_name,BNCR,regular
1254728465,amenity,bank,regular
1254728465,atm,yes,regular
1254728465,name,Banco Nacional de Costa Rica,regular
1254728465,source,KG Ground Survey 2015,regular
1254728470,name,Salon de Belleza Lucile,regular
1254728470,shop,hairdresser,regular
1254728471,city,Guadalupe,addr
1254728471,name,Mangueras y Fitineria,regular
1254728471,shop,doityourself,regular
1255685941,amenity,bar,regular
1255685941,name,Bar el Bigotazo de Tono,regular
1255690317,name,Abastecedor El Diamante,regular
1255690317,shop,convenience,regular
1255692222,name,Centro de Carnes Las Delicias,regular
1255692222,shop,butcher,regular
1255694404,name,Panaderia Shaddai,regular
1255694404,shop,bakery,regular
1255695223,amenity,doctors,regular
1255695223,name,Ebais de La Guaria,regular
1255807433,amenity,doctors,regular
1255807433,name,Ebais de Guatuso,regular
1255810901,amenity,place_of_worship,regular
1255810901,name,Iglesia de Quebrada Honda,regular
1255810901,religion,christian,regular
1255816717,name,Centro de Carnes Patarrá,regular
1255816717,shop,butcher,regular
1255817610,amenity,community_centre,regular
1255817610,name,Salón Comunal,regular
1255818295,amenity,place_of_worship,regular
1255818295,denomination,catholic,regular
1255818295,name,Iglesia de Patarrá,regular
1255818295,religion,christian,regular
1255819092,name,Carroceria y Pinturas del Este,regular
1255819092,shop,car_repair,regular
1255821079,amenity,fast_food,regular
1255821079,name,Soda Antojitos donde Vin,regular
1255822187,name,Pulperia Surtidor del Sur,regular
1255822187,shop,convenience,regular
1255823273,amenity,bar,regular
1255823273,name,Bar La Quinta,regular
1256002884,amenity,restaurant,regular
1256002884,cuisine,international,regular
1256002884,name,Pollos a La Lena,regular
1256002884,source,KG Ground Survey 2015,regular
1256006240,housename,Momentum Pinares,addr
1256006240,amenity,fast_food,regular
1256006240,cuisine,burger,regular
1256006240,name,McDonalds,regular
1256019842,amenity,restaurant,regular
1256019842,cuisine,steak_house,regular
1256019842,name,Donde El Che,regular
1256019842,source,KG Ground Survey 2015,regular
1256051264,city,San José,addr
1256051264,suburb,Curridabat,addr
1256051264,amenity,restaurant,regular
1256051264,cuisine,italian,regular
1256051264,name,Emporio Gournet,regular
1256868338,city,San Ramón,addr
1256868338,amenity,place_of_worship,regular
1256868338,name,Iglesia de San Ramón de La Unión,regular
1256868338,religion,christian,regular
1256869908,amenity,restaurant,regular
1256869908,name,Bar y Restaurante el Ruisenor,regular
1256870514,city,San Ramón,addr
1256870514,amenity,school,regular
1256870514,name,Escuela Domingo Faustino,regular
1256871821,name,Villas Stephanie,regular
1256871821,tourism,hotel,regular
1256873153,name,Residencial Monte Bello,regular
1256873153,place,neighbourhood,regular
1256873910,name,Panaderia Duran,regular
1256873910,shop,bakery,regular
1256874146,amenity,fast_food,regular
1256874146,name,Pizzeria Venecia,regular
1256874816,amenity,fuel,regular
1256874816,diesel,yes,fuel
1256874816,octane_95,yes,fuel
1256874816,octane_98,yes,fuel
1256874816,name,Servicentro San Rafael,regular
1256875726,name,Parque del Este,regular
1256875726,tourism,attraction,regular
1256876747,amenity,pharmacy,regular
1256876747,name,Farmacia Mami,regular
1256877356,amenity,place_of_worship,regular
1256877356,name,Iglesia de San Rafael de Montes de Oca,regular
1256877356,religion,christian,regular
1256877985,name,Condominio y Residencial La Montaña,regular
1256877985,place,neighbourhood,regular
1256878980,amenity,bar,regular
1256878980,name,Bar el Jardin,regular
1256879582,name,Taller Facam,regular
1256879582,shop,car_repair,regular
1256880284,name,Abastecedor La Montaña,regular
1256880284,shop,convenience,regular
1256880751,amenity,pharmacy,regular
1256880751,name,Farmacia San Rafael,regular
1256881692,amenity,doctors,regular
1256881692,name,Ebais de San Rafael,regular
1256883550,name,Urbanizacion Las Higuerillas,regular
1256883550,place,hamlet,regular
1256887390,amenity,place_of_worship,regular
1256887390,name,Iglesia de Granadilla,regular
1256887390,religion,christian,regular
1256894503,amenity,bar,regular
1256894503,name,Bar el Farolito,regular
1256894510,name,Enderezado y Pintura Hermanos Diaz,regular
1256894510,shop,car_repair,regular
1256894516,amenity,police,regular
1256894516,name,Policia de Granadilla,regular
1256898669,name,Pali San Isidro de Heredia número 4084,regular
1256898669,shop,supermarket,regular
1256901916,amenity,school,regular
1256901916,name,Escuela San Isidro Labrador,regular
1256903729,amenity,doctors,regular
1256903729,name,Centro Clinico Vital,regular
1256904156,amenity,doctors,regular
1256904156,name,Cruz Roja de San Isidro de Heredia,regular
1256940647,city,San Antonio de Belén,addr
1256940647,amenity,post_box,regular
1256940647,ref,Correo de Costa Rica,regular
1256940672,name,Gollo San Rafael,regular
1256940672,shop,department_store,regular
1256942524,name,Supermercado Pitas,regular
1256942524,shop,supermarket,regular
1256946847,amenity,bar,regular
1256946847,name,Bar La Cubana,regular
1256948867,amenity,school,regular
1256948867,name,Escuela Manuel Camacho,regular
1256949978,name,Deposito y Ferreteria Santa Rosa,regular
1256949978,shop,doityourself,regular
1256950020,city,San Rafael,addr
1256950020,amenity,pharmacy,regular
1256950020,name,Farmacia,regular
1256950021,city,San Rafael,addr
1256950021,amenity,hospital,regular
1256950021,name,Cruz Roja,regular
1256954483,city,La Guacima,addr
1256954483,name,Pulperia Ana,regular
1256954483,shop,convenience,regular
1256968137,city,La Guacima,addr
1256968137,amenity,place_of_worship,regular
1256968137,denomination,catholic,regular
1256968137,name,Iglesia de La Guacima,regular
1256968137,religion,christian,regular
1256982009,city,San Rafael,addr
1256982009,amenity,hospital,regular
1256982009,name,Clínica CCSS San Rafael,regular
1256982009,operator,CCSS,regular
1256982018,city,San Rafael,addr
1256982018,amenity,pharmacy,regular
1256982018,name,Farmacia,regular
1256990724,man_made,tower,regular
1256990724,name,Central del ICE,regular
1257116778,name,Casa Blanca,regular
1257116778,shop,department_store,regular
1257134522,name,San Juan Abajo,regular
1257134522,place,village,regular
1257135022,name,Honda Motos,regular
1257135022,shop,motorcycle,regular
1257135022,source,KG Ground Survey 2015,regular
1257154158,name,Repuestos Tande,regular
1257154158,shop,car_repair,regular
1257154158,source,KG Ground Survey 2015,regular
1257164561,name,Residencial Puente de Piedra,regular
1257164561,place,hamlet,regular
1257164578,amenity,bar,regular
1257164578,name,Bar Leon Dorado,regular
1257164581,amenity,school,regular
1257164581,name,Escuela Rafael Arguedas,regular
1257169031,amenity,pharmacy,regular
1257169031,name,Farmacia Comunal de San Pedro,regular
1262793064,amenity,fast_food,regular
1262793064,name,Soda Tierra Fertil,regular
1262795399,name,Lubricentro San Francisco,regular
1262795399,shop,car_repair,regular
1262953590,name,Abastecedor San Francisco,regular
1262953590,shop,convenience,regular
1262953671,amenity,bar,regular
1262953671,name,Bar Lily,regular
1262953749,amenity,place_of_worship,regular
1262953749,denomination,catholic,regular
1262953749,name,Iglesia de San Francisco,regular
1262953749,religion,christian,regular
1262953799,name,Minisuper El Relampago,regular
1262953799,shop,convenience,regular
1262953825,name,Carniceria San Francisco,regular
1262953825,shop,butcher,regular
1262953974,name,San Francisco,regular
1262953974,place,village,regular
1262953978,amenity,bar,regular
1262953978,name,Bar Los Pinos,regular
1262969093,amenity,fast_food,regular
1262969093,name,Soda Dona Ceci,regular
1262969119,highway,turning_circle,regular
1262969149,amenity,restaurant,regular
1262969149,name,Restaurante La Cueva del Pirata,regular
1262969156,name,Pulperia San Martin,regular
1262969156,shop,convenience,regular
1262969182,name,Cruces de San Pablo de Heredia,regular
1262969182,place,hamlet,regular
1262971441,city,San Pablo de Heredia,addr
1262971441,amenity,restaurant,regular
1262971441,cuisine,regional,regular
1262971441,name,Casona de Mi Tierra,regular
1262971441,opening_hours,9:00-22:00,regular
1262971441,phone,(506)22384149,regular
1262971443,name,Uriche,regular
1262971443,place,neighbourhood,regular
1262971447,amenity,bar,regular
1262971447,name,Bar Italia,regular
1262971449,city,San Pablo de Heredia,addr
1262971449,amenity,bar,regular
1262971449,name,Bar Burbujas,regular
1262973202,city,San Pablo de Heredia,addr
1262973202,amenity,pharmacy,regular
1262973202,name,Farmacia Arbo,regular
1262973209,city,San Pablo de Heredia,addr
1262973209,amenity,restaurant,regular
1262973209,cuisine,chinese,regular
1262973209,name,Restaurante El Pueblo,regular
1262973212,city,San Pablo de Heredia,addr
1262973212,name,Servicentro Automotriz La Meseta,regular
1262973212,shop,car_repair,regular
1262974689,name,Taller Super Auto,regular
1262974689,shop,car_repair,regular
1262974694,amenity,kindergarten,regular
1262974694,name,Kids Care,regular
1262975832,city,San Isidro,addr
1262975832,name,Joyeria y Relojeria Viquez,regular
1262975832,shop,jewelry,regular
1262975834,city,San Isidro,addr
1262975834,name,Musmanni,regular
1262975834,shop,bakery,regular
1262976461,name,Gollo San Isidro,regular
1262976461,shop,department_store,regular
1262976466,name,Carniceria La Modelo,regular
1262976466,shop,butcher,regular
1262976471,amenity,restaurant,regular
1262976471,cuisine,chinese,regular
1262976471,name,Restaurante Zhongan,regular
1262982363,city,San Isidro,addr
1262982363,name,Megasuper,regular
1262982363,shop,supermarket,regular
1262982370,amenity,bar,regular
1262982370,name,Bar El Tenampa,regular
1262982374,name,Carniceria Isidreña,regular
1262982374,shop,butcher,regular
1263000694,highway,mini_roundabout,regular
1263004510,name,Santa Cruz de San Isidro,regular
1263004510,place,hamlet,regular
1263008434,name,Tienda Villa Tournon,regular
1263008434,shop,clothes,regular
1263008932,name,San Josecito,regular
1263008932,place,village,regular
1263012898,amenity,restaurant,regular
1263012898,name,Restaurante Las Orquideas,regular
1263015760,amenity,restaurant,regular
1263015760,name,Restaurante Rancho Zurqui,regular
1263017381,amenity,cafe,regular
1263017381,name,Cafe Bromelias del Rio,regular
1263026474,highway,turning_circle,regular
1267929287,name,Cinco Esquinas,regular
1267929287,place,neighbourhood,regular
1268197747,name,Boutique Guappa Fahion,regular
1268197747,shop,clothes,regular
1268197753,name,Boutique Aldana,regular
1268197753,shop,clothes,regular
1268197755,name,Look Store,regular
1268197755,shop,clothes,regular
1268197756,name,Boutique Jinnete,regular
1268197756,shop,clothes,regular
1268197757,amenity,bank,regular
1268197757,atm,yes,regular
1268197757,name,Banco de Costa Rica Los Colegios,regular
1268197763,amenity,bar,regular
1268197763,name,Yellow Submarine,regular
1268217723,city,Moravia,addr
1268217723,street,Calle 55,addr
1268217723,amenity,atm,regular
1268217723,name,BAC,regular
1268217723,source,KG Ground Survey 2014,regular
1268217746,amenity,pharmacy,regular
1268217746,name,Farmacia Lincoln,regular
1268217758,city,Moravia,addr
1268217758,amenity,cafe,regular
1268217758,name,Cafeteria Sol de Luna,regular
1268217758,source,KG Ground Survey 2015,regular
1268273600,city,Moravia,addr
1268273600,name,Licorera La Gaviota,regular
1268273600,shop,alcohol,regular
1268273600,source,KG Ground Survey 2015,regular
1268276833,city,Moravia,addr
1268276833,name,Lubricentro Auto Full,regular
1268276833,shop,car_repair,regular
1268279645,city,Moravia,addr
1268279645,name,Autodecoracion Willy,regular
1268279645,shop,car_repair,regular
1268279645,source,KG Ground Survey 2015,regular
1268279646,city,Moravia,addr
1268279646,name,Panaderia Trigo Bueno,regular
1268279646,shop,bakery,regular
1268279646,source,KG Ground Survey 2015,regular
1268280762,amenity,place_of_worship,regular
1268280762,denomination,roman_catholic,regular
1268280762,name,Convento y Kinder San Antonio de Padua,regular
1268280762,religion,christian,regular
1268281161,name,Taller Mayco,regular
1268281161,shop,car_repair,regular
1268284136,city,Guadalupe,addr
1268284136,name,Mundo de Juguetes,regular
1268284136,shop,toys,regular
1268284137,city,Guadalupe,addr
1268284137,name,Boutique Pequenines,regular
1268284137,shop,clothes,regular
1268284144,amenity,pharmacy,regular
1268284144,name,Farmacia Segura,regular
1268284145,city,Guadalupe,addr
1268284145,amenity,restaurant,regular
1268284145,name,Restaurante Tribu,regular
1268284348,city,Guadalupe,addr
1268284348,amenity,cafe,regular
1268284348,name,Cafe Restaurante Transilvania,regular
1268289076,highway,turning_circle,regular
1268292068,city,Guadalupe,addr
1268292068,amenity,atm,regular
1268292068,name,ATM Banco de Costa Rica,regular
1268292069,city,Guadalupe,addr
1268292069,amenity,bar,regular
1268292069,name,Moras Bar,regular
1268294635,city,Guadalupe,addr
1268294635,amenity,restaurant,regular
1268294635,cuisine,italian,regular
1268294635,name,Spaguetti House,regular
1268294635,source,KG Ground Survey 2015,regular
1268548995,name,Aire Acondicionado Auto Confort,regular
1268548995,shop,car_repair,regular
1268553877,name,Pulperia Ventana al Cielo,regular
1268553877,shop,convenience,regular
1268582509,city,San José,addr
1268582509,name,Tecno Autos La Florida,regular
1268582509,shop,car_repair,regular
1268582509,source,KG Ground Survey 2015,regular
1268596654,city,San José,addr
1268596654,amenity,bar,regular
1268596654,name,Patos Bar,regular
1268596668,city,San José,addr
1268596668,amenity,bank,regular
1268596668,atm,yes,regular
1268596668,name,Bancredito Calle Blancos,regular
1268624179,city,San José,addr
1268624179,amenity,bank,regular
1268624179,name,Banco Nacional (Centro Financiero Calle Blancos),regular
1268624182,city,San José,addr
1268624182,name,Pinturas Vastalux Calle Blancos,regular
1268624182,shop,doityourself,regular
1268624185,city,San José,addr
1268624185,name,Abastecedor El Clavel Rojo,regular
1268624185,shop,convenience,regular
1268679462,amenity,college,regular
1268679462,name,Liceo Nocturno de Guadalupe,regular
1268700223,amenity,library,regular
1268700223,name,Master Lex,regular
1272660408,amenity,police,regular
1272660408,name,CSS Internacional - Securitas,regular
1272660603,name,Mozotal,regular
1272660603,place,neighbourhood,regular
1272661110,name,Auto Mania,regular
1272661110,shop,car,regular
1272661112,amenity,restaurant,regular
1272661112,name,Restaurante Alegria,regular
1272661115,name,Panaderia San Antonio,regular
1272661115,shop,bakery,regular
1272661117,amenity,restaurant,regular
1272661117,name,Restaurante Cartagena,regular
1272661118,name,Musmani El Alto de Guadalupe,regular
1272661118,shop,bakery,regular
1272661452,name,Repuestos Choto,regular
1272661452,shop,car_repair,regular
1272671670,barrier,lift_gate,regular
1274573060,name,Autos Japon,regular
1274573060,shop,car,regular
1274575461,name,Taller de enderezado y Pintura Oz,regular
1274575461,shop,car_repair,regular
1274593545,postcode,40801,addr
1274593545,is_in,Flores de Heredia,regular
1274593545,name,San Joaquín,regular
1274593545,place,town,regular
1274593545,population,8000,regular
1276512947,railway,level_crossing,regular
1276512948,highway,traffic_signals,regular
1276512948,traffic_signals,signal,regular
1281759434,city,Escazú,addr
1281759434,name,Uniformes Tonka,regular
1281759434,shop,clothes,regular
1282433497,name,Apartotel Villas de Cariari,regular
1282433497,phone,(506)22391003,regular
1282433497,tourism,hotel,regular
1282433497,website,www.villasdecariari.com,regular
1289740155,city,Cartago,addr
1289740155,amenity,bus_station,regular
1289740155,name,Tierra Blanca,regular
1289740155,wheelchair,no,regular
1289740159,city,Cartago,addr
1289740159,amenity,bus_station,regular
1289740159,name,Santa Rosa,regular
1289740159,wheelchair,no,regular
1289740163,city,Cartago,addr
1289740163,amenity,bus_station,regular
1289740163,name,Cot,regular
1289740163,wheelchair,no,regular
1292270786,city,San José,addr
1292270786,street,Boulevard Ernesto Rohrmoser,addr
1292270786,amenity,cafe,regular
1292270786,name,Te con Té,regular
1292270787,city,Rohrmoser,addr
1292270787,amenity,pharmacy,regular
1292270787,name,Farmacia Real,regular
1292270787,source,KG Ground Survey 2015,regular
1292273519,city,San José,addr
1292273519,street,Avenida 9,addr
1292273519,alt_name,Consulado de Líbano,regular
1292273519,amenity,embassy,regular
1292273519,email,marak18@gmail.com,contact
1292273519,country,LB,regular
1292273519,name,Consulado de la República de Líbano,regular
1292273519,phone,(506)22326214,regular
1295335208,city,Santo Domingo,addr
1295335208,amenity,pharmacy,regular
1295335208,name,Farmacia Santa Catalina,regular
1295702384,barrier,gate,regular
1295702578,noexit,yes,regular
1296484227,name,Guatuso de El Guarco,regular
1296484227,place,hamlet,regular
1296485702,amenity,restaurant,regular
1296485702,name,Bar Restaurante Las Tejas,regular
1297444097,int_name,AM PM,regular
1297444097,name,AM PM,regular
1297444097,shop,convenience,regular
1297571707,city,San Antonio de Belén,addr
1297571707,housename,Cerrajería Belén,addr
1297571707,name,Cerrajería Belén,regular
1297571707,shop,doityourself,regular
1297571707,source,KG Ground Survey 2015,regular
1297571707,website,www.actiweb.es/cerrajeriabelencr,regular
1298056902,name,Abastecedor San Luis,regular
1298056902,shop,convenience,regular
1298059211,amenity,restaurant,regular
1298059211,name,Mirador San Jose,regular
1298059224,amenity,restaurant,regular
1298059224,name,Mirador America,regular
1298059703,name,Paradise Inn Best Western,regular
1298059703,tourism,hotel,regular
1298094249,name,Minisuper Johsselyn número 2,regular
1298094249,shop,supermarket,regular
1298113497,name,Carniceria y Verdulería Marley,regular
1298113497,shop,butcher,regular
1298138126,name,Pulperia Anita,regular
1298138126,shop,convenience,regular
1298147777,amenity,bar,regular
1298147777,name,Bar el Porton,regular
1298576634,city,Heredia,addr
1298576634,street,Calle Central - Franklin D. Roosevelt,addr
1298576634,amenity,bank,regular
1298576634,atm,yes,regular
1298576634,name,Banco BCT,regular
1298576634,source,KG Ground Survey 2015,regular
1300357271,is_in,Santa Bárbara de Heredia,regular
1300357271,name,San Pedro,regular
1300357271,place,village,regular
1300357271,wikidata,Q3947781,regular
1300357271,wikipedia,en:San Pedro de Santa Bárbara,regular
1300357308,amenity,bar,regular
1300357308,name,Purus Bar,regular
1300357308,source,KG Ground Survey 2015,regular
1300358178,amenity,kindergarten,regular
1300358178,name,Preescolar El Rio,regular
1300360292,amenity,bar,regular
1300360292,name,Bar y Restaurante La Guaria,regular
1300367030,highway,traffic_signals,regular
1300368545,name,Villa Bonita,regular
1300368545,place,neighbourhood,regular
1300368573,railway,level_crossing,regular
1300369422,barrier,lift_gate,regular
1303830697,city,San José,addr
1303830697,amenity,restaurant,regular
1303830697,name,Restaurante Machu Pichu Paseo Colon,regular
1303832625,city,San José,addr
1303832625,amenity,restaurant,regular
1303832625,name,Parrillada Colombiana,regular
1303833075,city,San José,addr
1303833075,name,Floristeria Marvin,regular
1303833075,shop,florist,regular
1303908496,city,Barva,addr
1303908496,emergency,ambulance_station,regular
1303908496,name,Cruz Roja,regular
1303920416,city,Ciudad Colón,addr
1303920416,street,Calle 2,addr
1303920416,emergency,ambulance_station,regular
1303920416,name,Cruz Roja,regular
1303932136,emergency,ambulance_station,regular
1303932136,name,Cruz Roja Curridabat,regular
1303932136,opening_hours,24 horas,regular
1303932136,phone,(506)22720558,regular
1303977961,amenity,hospital,regular
1303977961,emergency,yes,regular
1303977961,name,Cruz Roja Ipis,regular
1305380767,city,León XIII,addr
1305380767,street,Calle 34,addr
1305380767,emergency,ambulance_station,regular
1305380767,name,Cruz Roja,regular
1305381467,city,Llano Grande,addr
1305381467,emergency,ambulance_station,regular
1305381467,name,Cruz Roja,regular
1305384348,city,Paraíso,addr
1305384348,amenity,doctors,regular
1305384348,name,Cruz Roja Paraiso,regular
1308463816,city,Sabana Norte,addr
